"INDEX","DATE","TYPE","LOCATION","MAX KILLED","MIN KILLED","MAX CHILDREN KILLED","MIN CHILDREN KILLED","MAX CIVILIANS KILLED","MIN CIVILIANS KILLED","MAX INJURIES","MIN INJURIES"
"YEM001","03 November 2002","Drone strike","Marib, Yemen","6","6","0","0","0","0","0","0"
"B1","17 June 2004","US drone strike","Wana, Pakistan","8","6","2","2","2","2","1","1"
"B2","08 May 2005","US drone strike","Toorikhel, Pakistan","2","2","0","0","0","0","0","0"
"B3","05 November 2005","US drone strike","Mosaki, Pakistan","8","8","3","2","8","3","1","1"
"B4","01 December 2005","US drone strike","Haisori, Pakistan","6","6","2","2","3","2","0","0"
"B5","13 January 2006","US drone strike","Damadola, Pakistan","22","13","6","5","18","10","0","0"
"B6","30 October 2006","US drone strike","Chenegai, Pakistan","83","81","70","68","82","80","3","3"
"B7","16 January 2007","US drone strike","Zamazola, Pakistan","8","8","1","1","8","8","0","0"
"B8","27 April 2007","US drone strike","Saidgai, Pakistan","4","3","0","0","4","3","9","3"
"B9","19 June 2007","US drone strike","Mami Rogha, Pakistan","34","20","0","0","34","0","15","10"
"B10","02 November 2007","US drone strike","Danda Darpakhel, Pakistan","10","5","0","0","0","0","12","6"
"B11","03 December 2007","US drone strike","Jani Khel, Pakistan","0","0","0","0","0","0","1","1"
"B12","29 January 2008","US drone strike","Mir Ali, Pakistan","15","12","3","2","6","4","2","1"
"B13","28 February 2008","US drone strike","Azam Warsak, Pakistan","13","10","0","0","0","0","16","6"
"B14","16 March 2008","US drone strike","Dhook  Pir Bagh, Pakistan","20","18","0","0","4","0","9","5"
"B15","14 May 2008","US drone strike","Damadola, Pakistan","20","12","4","1","6","4","9","9"
"B16","14 June 2008","US drone strike","Makeen, Pakistan","1","1","0","0","1","0","0","0"
"B17","28 July 2008","US drone strike","Zeralita, Pakistan","12","7","2","0","5","1","3","3"
"B18","12 August 2008","US drone strike","Bhaggar, Pakistan","25","12","0","0","5","0","4","0"
"B19","20 August 2008","US drone strike","Zari Noor, Pakistan","12","6","0","0","0","0","5","5"
"B20","27 August 2008","US drone strike","Ganki Khel, Pakistan","0","0","0","0","0","0","4","4"
"B22","30 August 2008","US drone strike","Miram Shah, Pakistan","11","6","4","1","9","2","8","2"
"B21","30 August 2008","US drone strike","Korzai, Pakistan","5","4","0","0","0","0","4","4"
"B23","02 September 2008","US drone strike","Pakistan","10","0","0","0","0","0","1","0"
"B24","04 September 2008","US drone strike","Mohammad Khel, Pakistan","7","5","0","0","0","0","4","3"
"B25","05 September 2008","US drone strike","Gurwak, Pakistan","12","5","4","3","7","5","0","0"
"B26","08 September 2008","US drone strike","Miram Shah, Pakistan","23","17","8","5","20","11","25","14"
"B27","12 September 2008","US drone strike","Tol Khel, Pakistan","15","12","2","2","5","3","14","14"
"B28","17 September 2008","US drone strike","Baghar Cheena, Pakistan","7","4","0","0","0","0","3","3"
"B29","30 September 2008","US drone strike","Khushali, Pakistan","8","4","0","0","0","0","9","5"
"B30","03 October 2008","US drone strike","Datta Khel, Pakistan","3","3","1","1","3","3","5","5"
"B31","03 October 2008","US drone strike","Datta Khel, Pakistan","21","17","3","3","14","7","0","0"
"B32","09 October 2008","US drone strike","Tati, Pakistan","9","5","4","1","9","1","2","2"
"B33","11 October 2008","US drone strike","Miram Shah, Pakistan","5","4","0","0","0","0","2","2"
"B34","16 October 2008","US drone strike","Taparghai, Pakistan","9","2","0","0","4","0","7","1"
"B35","23 October 2008","US drone strike","Danda Darpakhel, Pakistan","11","8","7","7","10","7","11","6"
"B36","26 October 2008","US drone strike","Mandata, Pakistan","20","18","3","0","4","0","2","2"
"B38","31 October 2008","US drone strike","Kari Kot, Pakistan","12","4","0","0","1","1","30","2"
"B37","31 October 2008","US drone strike","Asori, Pakistan","25","4","0","0","20","1","0","0"
"B39","07 November 2008","US drone strike","Kumsham, Pakistan","16","11","0","0","11","6","17","17"
"B40","14 November 2008","US drone strike","Garyom, Pakistan","13","11","0","0","12","3","2","2"
"B41","19 November 2008","US drone strike","Jani Khel, Pakistan","6","3","0","0","3","0","7","7"
"B42","22 November 2008","US drone strike","Ali Khel, Pakistan","6","4","0","0","1","0","6","6"
"B43","27 November 2008","US drone strike","Wana, Pakistan","5","5","0","0","0","0","0","0"
"B44","29 November 2008","US drone strike","Chashma, Pakistan","3","2","0","0","3","0","3","2"
"B45","05 December 2008","US drone strike","Kateera, Pakistan","4","3","0","0","0","0","2","2"
"B46","11 December 2008","US drone strike","Azam Warsak, Pakistan","7","6","0","0","7","0","0","0"
"B47","15 December 2008","US drone strike","Tapi Tool, Pakistan","3","2","0","0","3","0","3","3"
"B49","22 December 2008","US drone strike","Shin Warsak, Pakistan","4","2","0","0","0","0","4","4"
"B48","22 December 2008","US drone strike","Kari Kot, Pakistan","3","3","0","0","0","0","5","5"
"B50","01 January 2009","US drone strike","Kari Kot, Pakistan","5","3","0","0","0","0","2","1"
"B51","02 January 2009","US drone strike","Madin Village, Pakistan","4","3","0","0","0","0","5","3"
"Ob2","23 January 2009","US drone strike","Ganki Khel, Pakistan","10","5","4","3","10","5","2","2"
"Ob1","23 January 2009","US drone strike","Zharki, Pakistan","15","7","1","1","11","9","1","1"
"Ob3","14 February 2009","US drone strike","Narsi Khel, Pakistan","35","25","1","1","9","1","15","11"
"Ob4","16 February 2009","US drone strike","Sur Pul, Pakistan","31","18","0","0","0","0","7","3"
"Ob5","01 March 2009","US drone strike","Sararogha, Pakistan","12","3","0","0","0","0","3","1"
"Ob6","12 March 2009","US drone strike","Barjo, Pakistan","26","14","0","0","0","0","50","9"
"Ob7","15 March 2009","US drone strike","Jani Khel, Pakistan","6","2","0","0","0","0","3","3"
"Ob8","25 March 2009","US drone strike","Makeen, Pakistan","8","6","0","0","0","0","5","5"
"Ob9","26 March 2009","US drone strike","Sokhel, Pakistan","5","4","0","0","5","0","5","5"
"Ob10","01 April 2009","US drone strike","Khadezai, Pakistan","14","10","3","3","5","5","16","4"
"Ob11","04 April 2009","US drone strike","Datta Khel, Pakistan","15","13","5","3","13","8","1","1"
"Ob12","08 April 2009","US drone strike","Ganki Khel, Pakistan","4","3","0","0","0","0","5","2"
"Ob13","19 April 2009","US drone strike","Ganki Khel, Pakistan","8","0","0","0","8","0","5","3"
"Ob14","29 April 2009","US drone strike","Kaniguram, Pakistan","10","1","0","0","4","0","4","4"
"Ob15","09 May 2009","US drone strike","Tabbi Langhar Khel, Pakistan","25","6","0","0","4","0","10","7"
"Ob16","12 May 2009","US drone strike","Sara Khwara, Pakistan","9","5","0","0","0","0","4","4"
"Ob17","16 May 2009","US drone strike","Khesoor, Pakistan","40","25","0","0","9","9","2","2"
"Ob18","14 June 2009","US drone strike","Marda Algad, Pakistan","5","3","0","0","3","0","0","0"
"Ob19","18 June 2009","US drone strike","Wana, Pakistan","18","12","0","0","4","4","10","10"
"Ob21","23 June 2009","US drone strike","Makeen, Pakistan","83","60","10","10","50","18","27","27"
"Ob20","23 June 2009","US drone strike","Makeen, Pakistan","6","5","0","0","0","0","7","7"
"Ob22","03 July 2009","US drone strike","Mantoi, Pakistan","5","0","0","0","5","0","0","0"
"Ob23","03 July 2009","US drone strike","Zamarai Nairai, Pakistan","17","10","0","0","0","0","35","27"
"Ob24","07 July 2009","US drone strike","Makeen, Pakistan","18","14","0","0","0","0","10","10"
"Ob25","08 July 2009","US drone strike","Ladha, Pakistan","10","8","0","0","0","0","12","5"
"Ob26","08 July 2009","US drone strike","Ladha, Pakistan","40","35","0","0","0","0","1","1"
"Ob27","10 July 2009","US drone strike","Painda Khel, Pakistan","5","3","0","0","0","0","3","3"
"Ob28","17 July 2009","US drone strike","Gariwam, Pakistan","6","5","0","0","0","0","6","4"
"Ob29","05 August 2009","US drone strike","Ladha, Pakistan","12","1","0","0","4","1","5","5"
"Ob30","11 August 2009","US drone strike","Ladha, Pakistan","25","12","4","4","6","0","7","5"
"Ob31","21 August 2009","US drone strike","Danda Darpakhel, Pakistan","21","17","6","6","13","9","2","2"
"Ob32","27 August 2009","US drone strike","Taparghai, Pakistan","10","8","0","0","0","0","9","6"
"Ob33","07 September 2009","US drone strike","Machi Khel, Pakistan","8","5","0","0","3","3","7","2"
"Ob34","08 September 2009","US drone strike","Darga Mandi, Pakistan","15","10","3","3","5","5","5","4"
"Ob35","14 September 2009","US drone strike","Toorikhel, Pakistan","5","5","0","0","0","0","3","2"
"Ob36","24 September 2009","US drone strike","Mir Ali, Pakistan","12","10","0","0","12","0","5","5"
"Ob38","29 September 2009","US drone strike","Danda Darpakhel, Pakistan","9","4","0","0","4","0","6","2"
"Ob37","29 September 2009","US drone strike","Sararogha, Pakistan","6","5","0","0","0","0","6","2"
"Ob39","30 September 2009","US drone strike","Norak, Pakistan","9","6","0","0","0","0","5","2"
"Ob40","15 October 2009","US drone strike","Danda Darpakhel, Pakistan","4","3","0","0","0","0","7","7"
"Ob41","21 October 2009","US drone strike","Spalaga, Pakistan","3","3","0","0","0","0","8","8"
"Ob42","24 October 2009","US drone strike","Damadola, Pakistan","30","20","0","0","0","0","8","8"
"Ob43","05 November 2009","US drone strike","Norak, Pakistan","6","4","0","0","0","0","8","8"
"Ob44","18 November 2009","US drone strike","Shanakorah, Pakistan","6","3","0","0","0","0","15","2"
"Ob45","20 November 2009","US drone strike","Machi Khel, Pakistan","14","3","1","1","3","3","12","2"
"Ob46","08 December 2009","US drone strike","Spalaga, Pakistan","4","3","0","0","0","0","3","3"
"Ob47","10 December 2009","US drone strike","Ladha, Pakistan","6","6","0","0","0","0","8","8"
"YEM003","17 December 2009","US-Yemen ground operation
Possible drone strike","Arhab, Sanaa, Yemen","0","0","0","0","0","0","0","0"
"Ob49","17 December 2009","US drone strike","Ambar Shaga, Pakistan","16","12","0","0","6","6","0","0"
"Ob48","17 December 2009","US drone strike","Datta Khel, Pakistan","2","2","0","0","0","0","0","0"
"Ob50","18 December 2009","US drone strike","Babrak Ziarat, Pakistan","8","5","0","0","5","5","5","4"
"Ob51","26 December 2009","US drone strike","Saidgai, Pakistan","20","13","0","0","6","6","12","12"
"Ob52","31 December 2009","US drone strike","Machi Khel, Pakistan","7","3","1","1","3","3","2","2"
"Ob53","01 January 2010","US drone strike","Ghundikala, Pakistan","3","2","0","0","0","0","4","3"
"Ob54","03 January 2010","US drone strike","Mosaki, Pakistan","5","5","1","1","2","1","2","2"
"Ob55","06 January 2010","US drone strike","Sanzali, Pakistan","7","5","0","0","6","0","5","5"
"Ob56","06 January 2010","US drone strike","Sanzali, Pakistan","9","5","0","0","5","5","3","3"
"Ob57","08 January 2010","US drone strike","Tappi, Pakistan","6","5","1","1","5","5","3","3"
"Ob58","09 January 2010","US drone strike","Ismail Khel, Pakistan","5","4","0","0","0","0","5","5"
"Ob59","09 January 2010","US drone strike","Shaktoi, Pakistan","18","15","0","0","0","0","14","7"
"Ob61","15 January 2010","US drone strike","Shaktoi, Pakistan","10","6","0","0","0","0","0","0"
"Ob60","15 January 2010","US drone strike","Zanani, Pakistan","10","5","0","0","0","0","3","3"
"Ob62","17 January 2010","US drone strike","Shaktoi, Pakistan","20","14","0","0","0","0","4","4"
"Ob63","19 January 2010","US drone strike","Deegan, Pakistan","9","5","0","0","0","0","4","4"
"Ob64","29 January 2010","US drone strike","Mohammad Khel, Pakistan","15","2","0","0","0","0","4","4"
"Ob65","02 February 2010","US drone strike","Toor Narai, Pakistan","24","23","0","0","0","0","0","0"
"Ob67","02 February 2010","US drone strike","Mohammad Khel, Pakistan","0","0","0","0","0","0","0","0"
"Ob66","02 February 2010","US drone strike","Deegan, Pakistan","0","0","0","0","0","0","0","0"
"Ob68","02 February 2010","US drone strike","Pai Khel, Pakistan","9","9","0","0","5","5","0","0"
"Ob69","14 February 2010","US drone strike","Mir Ali, Pakistan","7","5","0","0","0","0","4","4"
"Ob70","15 February 2010","US drone strike","Tappi, Pakistan","5","4","0","0","0","0","0","0"
"Ob71","17 February 2010","US drone strike","Tabbi, Pakistan","4","4","0","0","0","0","3","2"
"Ob72","18 February 2010","US drone strike","Danda Darpakhel, Pakistan","5","3","0","0","0","0","4","4"
"Ob73","24 February 2010","US drone strike","Darga Mandi, Pakistan","13","5","1","1","6","5","6","6"
"Ob74","08 March 2010","US drone strike","Miram Shah, Pakistan","9","9","0","0","0","0","2","2"
"Ob76","10 March 2010","US drone strike","Mizar Madakhel, Pakistan","7","7","0","0","7","4","0","0"
"Ob75","10 March 2010","US drone strike","Mizar Madakhel, Pakistan","8","7","0","0","0","0","12","12"
"Ob77","16 March 2010","US drone strike","Datta Khel, Pakistan","11","7","0","0","0","0","2","2"
"Ob78","17 March 2010","US drone strike","Hamzoni, Pakistan","5","3","0","0","0","0","4","4"
"Ob79","17 March 2010","US drone strike","Mizar Madakhel, Pakistan","5","5","0","0","0","0","0","0"
"Ob80","21 March 2010","US drone strike","Inzar, Pakistan","8","5","0","0","0","0","0","0"
"Ob81","23 March 2010","US drone strike","Machis, Pakistan","6","6","0","0","0","0","3","3"
"Ob82","27 March 2010","US drone strike","Hurmuz, Pakistan","4","4","0","0","4","0","5","5"
"Ob83","31 March 2010","US drone strike","Tappi, Pakistan","6","5","1","1","6","5","2","2"
"Ob84","12 April 2010","US drone strike","Boya, Pakistan","13","13","2","2","13","8","3","2"
"Ob85","14 April 2010","US drone strike","Ambar Shaga, Pakistan","5","4","0","0","0","0","3","1"
"Ob86","16 April 2010","US drone strike","Toorikhel, Pakistan","4","3","0","0","0","0","2","2"
"Ob87","24 April 2010","US drone strike","Machi Khel, Pakistan","9","7","0","0","0","0","0","0"
"Ob88","26 April 2010","US drone strike","Khushali, Pakistan","8","3","0","0","0","0","3","3"
"Ob89","03 May 2010","US drone strike","Machi Khel, Pakistan","6","4","0","0","2","0","0","0"
"Ob90","09 May 2010","US drone strike","Datta Khel, Pakistan","10","5","0","0","4","0","4","4"
"Ob91","11 May 2010","US drone strike","Datta Khel, Pakistan","14","8","0","0","4","0","12","12"
"Ob92","11 May 2010","US drone strike","Gurwak, Pakistan","15","7","0","0","0","0","4","4"
"Ob93","15 May 2010","US drone strike","Khyber, Pakistan","15","5","0","0","2","0","15","15"
"Ob94","21 May 2010","US drone strike","Boya, Pakistan","11","11","7","7","10","10","10","7"
"Ob95","28 May 2010","US drone strike","Mizai Nari, Pakistan","12","8","0","0","11","0","4","4"
"Ob96","10 June 2010","US drone strike","Norak, Pakistan","7","2","0","0","4","4","3","3"
"Ob97","11 June 2010","US drone strike","Maizer, Pakistan","15","10","0","0","0","0","12","10"
"Ob98","19 June 2010","US drone strike","Haider Khel, Pakistan","17","16","0","0","0","0","18","10"
"Ob99","26 June 2010","US drone strike","Khushali, Pakistan","4","2","0","0","0","0","3","1"
"Ob100","27 June 2010","US drone strike","Tabbi, Pakistan","6","5","0","0","0","0","4","4"
"Ob101","29 June 2010","US drone strike","Kari Kot, Pakistan","10","7","0","0","0","0","4","1"
"Ob102","15 July 2010","US drone strike","Sheerani, Pakistan","14","9","0","0","7","0","3","3"
"Ob103","24 July 2010","US drone strike","Dwasarak, Pakistan","18","16","0","0","0","0","24","24"
"Ob105","25 July 2010","US drone strike","Tabbi, Pakistan","12","4","0","0","0","0","4","2"
"Ob104","25 July 2010","US drone strike","Shaktoi, Pakistan","32","14","0","0","0","0","12","7"
"Ob106","25 July 2010","US drone strike","Sararogha, Pakistan","4","4","0","0","0","0","5","5"
"Ob107","14 August 2010","US drone strike","Issori, Pakistan","14","13","1","1","7","7","6","5"
"Ob108","21 August 2010","US drone strike","Qutab Khel, Pakistan","6","4","0","0","4","0","2","2"
"Ob110","23 August 2010","US drone strike","Darga Mandi, Pakistan","7","5","0","0","0","0","12","3"
"Ob109","23 August 2010","US drone strike","Danda Darpakhel, Pakistan","20","20","3","3","9","7","15","15"
"Ob112","27 August 2010","US drone strike","Badshah Kot, Pakistan","0","0","0","0","0","0","0","0"
"Ob113","27 August 2010","US drone strike","Taaloo Ganj, Pakistan","3","2","0","0","3","0","0","0"
"Ob111","27 August 2010","US drone strike","Shahidano, Pakistan","9","3","0","0","0","0","2","2"
"Ob114","03 September 2010","US drone strike","Miram Shah, Pakistan","9","6","0","0","0","0","3","2"
"Ob115","03 September 2010","US drone strike","Datta Khel, Pakistan","4","2","0","0","0","0","2","2"
"Ob116","04 September 2010","US drone strike","Datta Khel, Pakistan","8","7","0","0","0","0","12","12"
"Ob117","06 September 2010","US drone strike","Khar Qamar, Pakistan","6","3","0","0","0","0","1","1"
"Ob120","08 September 2010","US drone strike","Danda Darpakhel, Pakistan","10","10","0","0","0","0","5","2"
"Ob118","08 September 2010","US drone strike","Danda Darpakhel, Pakistan","10","5","4","4","4","4","2","2"
"Ob119","08 September 2010","US drone strike","Ambar Shaga, Pakistan","4","3","0","0","4","0","2","1"
"Ob121","09 September 2010","US drone strike","Miram Shah, Pakistan","6","3","0","0","0","0","5","3"
"Ob122","12 September 2010","US drone strike","Newey Adda, Pakistan","7","5","0","0","0","0","3","2"
"Ob123","14 September 2010","US drone strike","Bushnarai, Pakistan","12","11","0","0","0","0","4","4"
"Ob124","14 September 2010","US drone strike","Qutab Khel, Pakistan","4","1","0","0","0","0","4","4"
"Ob125","15 September 2010","US drone strike","Darga Mandi, Pakistan","15","11","0","0","5","5","5","1"
"Ob126","15 September 2010","US drone strike","Pai Khel, Pakistan","7","4","0","0","0","0","3","3"
"Ob127","19 September 2010","US drone strike","Deegan, Pakistan","9","3","0","0","5","5","0","0"
"Ob128","20 September 2010","US drone strike","Darazinda, Pakistan","6","3","0","0","3","0","0","0"
"Ob129","21 September 2010","US drone strike","Khand Morsak, Pakistan","8","7","0","0","0","0","5","4"
"Ob130","21 September 2010","US drone strike","Azam Warsak, Pakistan","16","0","0","0","0","0","0","0"
"Ob131","25 September 2010","US drone strike","Datta Khel, Pakistan","4","2","0","0","0","0","0","0"
"Ob134","26 September 2010","US drone strike","Sheerani, Pakistan","3","2","0","0","0","0","0","0"
"Ob133","26 September 2010","US drone strike","Miram Shah, Pakistan","5","3","0","0","0","0","2","1"
"Ob132","26 September 2010","US drone strike","Lawra Mandi, Pakistan","5","4","0","0","0","0","2","2"
"Ob135","27 September 2010","US drone strike","Khushali, Pakistan","4","3","0","0","0","0","0","0"
"Ob136","28 September 2010","US drone strike","Zeba, Pakistan","4","4","0","0","0","0","2","2"
"Ob138","02 October 2010","US drone strike","Inzarkas, Pakistan","14","7","0","0","0","0","2","2"
"Ob137","02 October 2010","US drone strike","Asar Village, Pakistan","10","8","0","0","0","0","4","2"
"Ob139","04 October 2010","US drone strike","Mir Ali, Pakistan","9","5","0","0","3","0","2","2"
"Ob141","06 October 2010","US drone strike","Hurmuz, Pakistan","5","3","0","0","0","0","3","3"
"Ob140","06 October 2010","US drone strike","Miram Shah, Pakistan","11","5","0","0","0","0","4","4"
"Ob142","07 October 2010","US drone strike","Khaisoori, Pakistan","4","4","0","0","0","0","2","2"
"Ob144","08 October 2010","US drone strike","Char Khel, Pakistan","8","5","0","0","4","0","0","0"
"Ob143","08 October 2010","US drone strike","Mohammad Khel, Pakistan","6","4","0","0","0","0","0","0"
"Ob145","10 October 2010","US drone strike","Shiva, Pakistan","9","4","0","0","0","0","3","3"
"Ob146","13 October 2010","US drone strike","Datta Khel, Pakistan","14","6","0","0","6","3","0","0"
"Ob147","15 October 2010","US drone strike","Aziz Khel, Pakistan","6","4","0","0","0","0","3","3"
"Ob148","15 October 2010","US drone strike","Machi Khel, Pakistan","5","3","0","0","0","0","0","0"
"Ob149","18 October 2010","US drone strike","Datta Khel, Pakistan","7","6","1","1","1","1","6","1"
"Ob150","27 October 2010","US drone strike","Mir Ali, Pakistan","5","2","0","0","0","0","1","1"
"Ob151","27 October 2010","US drone strike","Deegan, Pakistan","4","2","0","0","0","0","1","1"
"Ob152","28 October 2010","US drone strike","Ismail Khel, Pakistan","8","4","0","0","4","0","0","0"
"Ob153","01 November 2010","US drone strike","Haider Khel, Pakistan","6","5","0","0","0","0","2","2"
"Ob155","03 November 2010","US drone strike","Khaso Khel, Pakistan","5","4","0","0","0","0","0","0"
"Ob156","03 November 2010","US drone strike","Pai Khel, Pakistan","5","4","0","0","0","0","0","0"
"Ob154","03 November 2010","US drone strike","Qutab Khel, Pakistan","5","4","0","0","0","0","0","0"
"Ob157","07 November 2010","US drone strike","Ghulam Khan, Pakistan","9","8","0","0","0","0","2","2"
"Ob158","07 November 2010","US drone strike","Datta Khel, Pakistan","6","3","0","0","0","0","4","1"
"Ob159","11 November 2010","US drone strike","Ghulam Khan, Pakistan","8","5","0","0","0","0","6","5"
"Ob160","13 November 2010","US drone strike","Miram Shah, Pakistan","4","4","0","0","4","0","1","1"
"Ob161","16 November 2010","US drone strike","Ghulam Khan, Pakistan","20","20","0","0","9","0","0","0"
"Ob162","19 November 2010","US drone strike","Norak, Pakistan","4","2","0","0","0","0","1","1"
"Ob163","21 November 2010","US drone strike","Khaddi, Pakistan","9","5","0","0","3","0","0","0"
"Ob164","22 November 2010","US drone strike","Khesoor, Pakistan","6","3","0","0","0","0","3","2"
"Ob165","26 November 2010","US drone strike","Pir Kelev, Pakistan","4","2","1","1","4","1","0","0"
"Ob166","28 November 2010","US drone strike","Hassan Khel, Pakistan","4","0","0","0","0","0","0","0"
"Ob167","06 December 2010","US drone strike","Khushali, Pakistan","5","3","0","0","2","0","3","3"
"Ob168","06 December 2010","US drone strike","Kushali, Pakistan","4","2","0","0","0","0","0","0"
"Ob169","10 December 2010","US drone strike","Khadar Khel, Pakistan","4","4","0","0","0","0","2","2"
"Ob170","14 December 2010","US drone strike","Spalaga, Pakistan","4","3","0","0","4","0","0","0"
"Ob171","16 December 2010","US drone strike","Tirah Valley, Pakistan","7","7","0","0","0","0","0","0"
"Ob174","17 December 2010","US drone strike","Speen Drang, Pakistan","32","32","0","0","2","2","0","0"
"Ob172","17 December 2010","US drone strike","Sandana, Pakistan","15","7","0","0","0","0","11","7"
"Ob173","17 December 2010","US drone strike","Nakai, Pakistan","15","11","0","0","0","0","2","2"
"Ob176","27 December 2010","US drone strike","Machi Khel, Pakistan","4","4","0","0","0","0","0","0"
"Ob175","27 December 2010","US drone strike","Shera Tala, Pakistan","22","18","0","0","0","0","0","0"
"Ob178","28 December 2010","US drone strike","Ghulam Khan, Pakistan","12","5","0","0","4","2","3","3"
"Ob179","28 December 2010","US drone strike","Ghulam Khan, Pakistan","10","9","0","0","0","0","6","6"
"Ob177","28 December 2010","US drone strike","Ghulam Khan, Pakistan","7","5","0","0","0","0","2","2"
"Ob180","31 December 2010","US drone strike","Ghulam Khan, Pakistan","8","4","0","0","0","0","0","0"
"Ob183","01 January 2011","US drone strike","Datta Khel, Pakistan","5","4","0","0","0","0","0","0"
"Ob181","01 January 2011","US drone strike","Mandi Khel, Pakistan","10","8","0","0","0","0","0","0"
"Ob182","01 January 2011","US drone strike","Mandi Khel, Pakistan","6","4","0","0","0","0","0","0"
"Ob184","01 January 2011","US drone strike","Boya, Pakistan","4","4","0","0","0","0","4","4"
"Ob185","07 January 2011","US drone strike","Ghar Laley, Pakistan","6","1","0","0","0","0","0","0"
"Ob186","12 January 2011","US drone strike","Haider Khel, Pakistan","6","3","0","0","0","0","15","2"
"Ob187","18 January 2011","US drone strike","Assar Madd Khel, Datta Khel, Pakistan","7","3","0","0","0","0","3","3"
"Ob190","23 January 2011","US drone strike","Razmak, Pakistan","6","4","0","0","0","0","3","3"
"Ob189","23 January 2011","US drone strike","Doga Mada Khel, Pakistan","3","2","0","0","0","0","0","0"
"Ob188","23 January 2011","US drone strike","Doga Mada Khel, Pakistan","5","2","0","0","0","0","0","0"
"Ob191","20 February 2011","US drone strike","Kazha Punga area, Tehsil Birmal, Pakistan","8","6","0","0","0","0","2","2"
"Ob192","21 February 2011","US drone strike","Malik Jashdar, Pakistan","14","7","0","0","11","0","10","10"
"Ob193","24 February 2011","US drone strike","Mohammad Khel, Pakistan","7","4","0","0","0","0","2","3"
"Ob194","08 March 2011","US drone strike","Landidog, Pakistan","5","2","0","0","5","0","2","2"
"Ob195","09 March 2011","US drone strike","Datta Khel, Pakistan","5","5","0","0","0","0","3","2"
"Ob196","11 March 2011","US drone strike","Khesoor, Pakistan","12","4","0","0","5","5","0","0"
"Ob197","11 March 2011","US drone strike","Ghoroski, Pakistan","4","4","0","0","0","0","0","0"
"Ob198","13 March 2011","US drone strike","Azam Warsak, Pakistan","4","0","0","0","0","0","5","0"
"Ob199","13 March 2011","US drone strike","Ishar Morr area, Qutab Khel, Miranshah, Pakistan","7","4","0","0","0","0","5","5"
"Ob200","14 March 2011","US drone strike","Malik Jashdar, Pakistan","6","3","0","0","0","0","0","0"
"Ob201","16 March 2011","US drone strike","Datta Khel, Pakistan","5","3","0","0","0","0","0","0"
"Ob202","17 March 2011","US drone strike","Datta Khel, Pakistan","42","26","1","0","41","19","14","9"
"Ob203","13 April 2011","US drone strike","Angor Adda, Pakistan","7","4","0","0","7","0","10","6"
"Ob204","22 April 2011","US drone strike","Spinwan, Pakistan","26","20","5","3","9","5","10","5"
"YEM012","05 May 2011","Drone strike
Airstrike with US conventional aircraft","Shabwa, Yemen","2","2","0","0","0","0","0","0"
"Ob205","06 May 2011","US drone strike","Dwa Tooe, Pakistan","18","7","0","0","6","6","4","4"
"Ob206","10 May 2011","US drone strike","Angor Adda, Pakistan","5","3","0","0","0","0","4","4"
"Ob207","12 May 2011","US drone strike","Datta Khel, Pakistan","8","5","0","0","0","0","1","1"
"Ob208","13 May 2011","US drone strike","Doga Mada Khel, Pakistan","5","3","0","0","0","0","0","0"
"Ob210","16 May 2011","US drone strike","Khisoor Village, Mir Ali, Pakistan","6","3","0","0","0","0","0","0"
"Ob209","16 May 2011","US drone strike","Khushali Village, Mir Ail, Pakistan","10","4","0","0","0","0","4","2"
"Ob211","20 May 2011","US drone strike","Tappi, Pakistan","6","4","0","0","0","0","0","0"
"Ob212","23 May 2011","US drone strike","Mir Ali, Pakistan","7","4","0","0","0","0","2","2"
"YEM013","03 June 2011","Drone strike","Zinjibar, Abyan, Yemen","7","7","0","0","4","4","0","0"
"Ob213","03 June 2011","US drone strike","Ghwa Khwa, Pakistan","12","5","0","0","0","0","3","1"
"Ob214","06 June 2011","US drone strike","Tigger, Toji Khel Wazir, Pakistan","9","7","0","0","0","0","2","2"
"Ob215","06 June 2011","US drone strike","Wacha Dana, Pakistan","10","8","0","0","7","0","3","3"
"Ob216","06 June 2011","US drone strike","Darnashtra, Pakistan","5","3","0","0","0","0","0","0"
"Ob217","08 June 2011","US drone strike","Zoynari, Pakistan","23","18","0","0","0","0","6","6"
"Ob218","08 June 2011","US drone strike","Shawal, Pakistan","4","4","0","0","0","0","0","0"
"YEM014","10 June 2011","Airstrike
Possible drone strike","Zinjibar, Abyan, Yemen","1","1","0","0","0","0","0","0"
"YEM015","10 June 2011","Airstrike
Possible drone strike","Raia, Abyan, Yemen","3","2","1","1","3","2","1","0"
"Ob220","15 June 2011","US drone strike","Karez, Pakistan","0","0","0","0","0","0","0","0"
"Ob221","15 June 2011","US drone strike","Mir Ali, Pakistan","6","5","0","0","6","5","0","0"
"Ob219","15 June 2011","US drone strike","Wana, Pakistan","10","2","0","0","0","0","2","2"
"YEM016","18 June 2011","Airstrike
Possible drone strike","Jaar, Abyan, Yemen","0","0","0","0","0","0","6","6"
"Ob222","20 June 2011","US drone strike","Khardand, Pakistan","7","5","0","0","7","2","3","0"
"Ob223","20 June 2011","US drone strike","Zarakai, Pakistan","5","2","0","0","0","0","0","0"
"SOM010","23 June 2011","Air operation - drone strike
Helicopter raid","Kismayo, Somalia","2","2","0","0","0","0","3","2"
"Ob224","27 June 2011","US drone strike","Shawal, Pakistan","12","6","0","0","0","0","0","0"
